title,review_score,poster,imdbID,reviews
My Best Friend's Wedding,6.3,https://ia.media-imdb.com/images/M/MV5BMzRiMGE2MmMtM2RhMy00OWNiLTljYTktOThmMmE1YjY1NjYyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt0119738,[]
My Girl,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BYWM2ZDliNjItZTcxOC00NTY2LWE1ODctNzRhNGM3YWIyYjBiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,tt0102492,[]
My Week with Marilyn,7.0,https://ia.media-imdb.com/images/M/MV5BMTYzODYwOTIzOV5BMl5BanBnXkFtZTcwODE2NjAwNw@@._V1_SX300.jpg,tt1655420,[]
Mystery Men,6.1,https://ia.media-imdb.com/images/M/MV5BYjdkZDRhYTgtNDliYS00ZmE1LThjYWMtOWNjNzNiODFmY2VmXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_SX300.jpg,tt0132347,[]
Napoleon Dynamite,6.9,https://ia.media-imdb.com/images/M/MV5BNjYwNTA3MDIyMl5BMl5BanBnXkFtZTYwMjIxNjA3._V1_SX300.jpg,tt0374900,[]
The NeverEnding Story,7.4,https://ia.media-imdb.com/images/M/MV5BZWRmZjFhZDEtN2Y5NC00ZTZkLTg4MWUtMjM5ZjNiY2M2OTBlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,tt0088323,[]
New York Minute,4.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2Mjc0OTc0MV5BMl5BanBnXkFtZTcwMjM4MzUyMQ@@._V1_SX300.jpg,tt0363282,[]
Next Friday,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BZTg4NTkzMDEtM2MzOS00MDE1LWJmYWItYzdiMGRiNTdmZmFkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,tt0195945,[]
The Next Three Days,7.4,https://ia.media-imdb.com/images/M/MV5BMjAzMjk4NjI4M15BMl5BanBnXkFtZTcwNjQ4OTEwNA@@._V1_SX300.jpg,tt1458175,"['If Paul Haggis is going to keep on making movies, would somebody do us all a favor and sign him up for a basic screenwriting class? I mean, please, this film could be a lesson all on its own on how not to write a decent screenplay. Its all in here: one-dimensional characters, supremely poor pacing, multiple threads that go absolutely nowhere and completely implausible action sequences.\r\n\r\nAnd, you know, it\'s just a B-thriller. It\'s not like I haven\'t seen these mistakes time and time again. What really bothers me is just how highly it thinks of itself. It not only thinks it\'s interesting (which it isn\'t whatsoever), but it thinks it\'s smart, edgy, and it probably even thinks it\'s clever. I mean, there are so many characters who function for exactly one plot point and are then left behind in the dust. For example, this one chick who\'s name I forget (did they ever even say her name?) is introduced fairly early on in the film, and looks even like Russell Crowe\'s love interest. We see the very, very beginnings of a meaningful relationship forming and then it turns out that she was only a device to fill in a little potential plot hole (trying not to spoil the movie.) The same with Russell Crowe\'s parents, there are a handful of scattered scenes with them showing little glimpses of a meaningful relationship, and then the same exact friggin\' thing is done, they\'re used as a simple (and illogical) plot mechanism.\r\n\r\nIt\'s almost like one of Paul Haggis\'s friends was reading the script and said ""hey, Paul, this is completely ridiculous, how could they possibly manage to _________"" and Haggis wrote in these characters as devices to satisfy the issue, realized they were one-dimensional, and wrote in a pseudo-intelligent relationship (which doesn\'t in reality make them any better.) And this is how the first 2/3 of the movie moves so dreadfully slowly. I mean, I\'m absolutely confident that with a decent editor, the first hour and fifteen minutes could be whittled down to maybe half an hour.\r\n\r\nThey could have especially left out the symbols that don\'t actually symbolize anything. Which seems silly to say, but the jar of quarters that keeps recurring in the movie not only has no plot significance, but has zero metaphorical significance. They barely explained what they were doing in their house. They were quite literally only in the film to make it look a little deeper. Not to make it more meaningful, but to make it look more meaningful. To make it ""smart,"" and ""edgy,"" and ""clever."" I don\'t usually have a problem with making it through a movie but I had to push to make it through this ludicrous, self-righteous mess.']"
Nine,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5ODA2MzQxMl5BMl5BanBnXkFtZTcwMTI4NTEwMw@@._V1_SX300.jpg,tt0875034,[]
Ninja Assassin,6.4,https://ia.media-imdb.com/images/M/MV5BMTcxNDYzMjU1Ml5BMl5BanBnXkFtZTcwMTYzOTM3Mg@@._V1_SX300.jpg,tt1186367,['An over the top Ninja action film with visceral bloody scenes. Humdrum story but goofily entertaining.\r\n\r\nRaizo has been trained by the Ozunu clan to be a Ninja assassin since childhood but has turned his back on them.\r\n\r\nRaizo teams up with a Europol investigator Mika to go after his former master to get revenge for the killing of his friend.']
The Ninth Gate,6.7,https://ia.media-imdb.com/images/M/MV5BZmNkNzllMmItN2Q2Yy00NWNiLTliMzctOWI1NDAyMWQ5YWJjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,tt0142688,[]
No Country for Old Men,8.1,https://ia.media-imdb.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg,tt0477348,"[""No Country for Old Men (2007)\r\nAnother great one from the Coen Brothers\r\n27 January 2009 - 3 out of 3 users found this review helpful.\r\nINSTANT CLASSIC.: YES, this film is as good as the critics say. YES, the performances are as good as the Academy says. NO COUNTRY FOR OLD MEN is one of my favorite films and I have watched it many, many times. Javier Bardem, makes an excellent screen villain, this guy is really scary, you would not want him chasing you. Josh Brolin, and Tommy Lee Jones turn in Solid Performances, and Woody Harrelson also. I'm saving my praise for KELLY MACDONALD, one of my favorite actors. KELLY nails that southern accent. which is always surprising because her speaking voice is so Scottish, she does not have a lot of screen time but when she is on screen, you will know, you are watching a great performance. I absolutely give NO COUNTRY FOR OLD MEN <> Ten Stars 10**********""]"
No Strings Attached,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MDQ1NTEzNl5BMl5BanBnXkFtZTcwOTgxNTMyNA@@._V1_SX300.jpg,tt1411238,[]
Notting Hill,7.1,https://ia.media-imdb.com/images/M/MV5BMTE5OTkwYzYtNDhlNC00MzljLTk1YTktY2IxZjliZmNjMjUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0125439,[]
Nurse Betty,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BYjU2OGVhYjgtYWE3Zi00MzM5LWEwYjgtYjQxNzkxNzhhZGFjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,tt0171580,[]
Oblivion,7.0,https://ia.media-imdb.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,tt1483013,"['Completely unoriginal plot, brings nothing new to the table. Good cinematography by Claudio Miranda, Tom Cruise is horrendous.', 'This movie was a total waste! one of the weirdest movies. Not good at all would recommend you watch something better!', ""Oblivion was definitely well made but the story seemed to just sputter out somewhere around 60 minutes in.\r\n\r\nI was completely engaged and interested as we learned about this repair crew who had the left overs of earth to themselves. They could have ran with that single idea for 2 hours and I'm pretty sure I wouldn't have complained.\r\n\r\nAll is not lost though, visually, Oblivion was a blast and M83 did a great job with the soundtrack. If you like science fiction movies you should probably add this to your watch list but don't expect too much. Overall, you'll probably be disappointed.""]"
Observe and Report,5.8,https://ia.media-imdb.com/images/M/MV5BMjA2MzMzODExOF5BMl5BanBnXkFtZTcwMjkzNzA0Mg@@._V1_SX300.jpg,tt1197628,[]
Ocean's Eleven,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,tt0240772,"[""I got two words for you, mini-bar.\r\n\r\nLiterally fresh out of prison, Danny Ocean is busy setting up a seemingly impossible robbery. The plan, along with ten other experts he has roped in, is to rob the main vault at Las Vegas that houses the takings from the three main casinos.\r\n\r\nThe original Ocean's 11 released in 1960 is an OK film, more watchable for the Vegas setting and the irrepressible cast of Rat Packers than for any purpose or structure. That this Steven Soderbergh remake trumps the original in every department is a triumph of entertainment values over pure star appeal. Some would put a case up for the cast of Soderberg's film using stars to entice the audience in? But really it's a stretch to put George Clooney, Brad Pitt and Matt Damon (all excellent here) on the same pedal stool as Frank Sinatra, Sammy Davis Jr. and Dean Martin!\r\n\r\nThe most striking thing about this remake is that the whole cast seem to be enjoying themselves, mainly because they are not being asked to over exert their performances from their very astute director, they really are just asked to turn up and enjoy each other's company, the result is one of the coolest pictures to have been made in the modern age.\r\n\r\nThe film is purely out there to entertain, it has geniality pouring out from every frame, this is a character based heist caper full of laughs and derring do shenanigans, even Don Cheadle's ill advised (and pointless character arc) cockney accent manages to create smiles instead of being an on going hindrance. Some critics say the film is far too shallow to have any real worth! What the hell do they want? So the crooks are nice guys, it's a refreshing change to see a Vegas sparkling bright without any seedy undercurrents, these robbers aren't using AK 47s to obliterate the opposition, it's wits and dashes of cool that fills out their respective armouries.\r\n\r\nThe soundtrack and scoring are themselves cool characters in the piece, whilst a big shout out goes to the bona fide stunt work from the wonderfully elastic Shaobo Qin, which merely puts another cherry on this already delightful cake. All the cast (too many to mention) are great, from Andy Garcia's suave and mean boss, Terry Benedict, to Julia Roberts' (walking like a goddess) Tess Ocean, all things in the film deliver a feel good movie that when all put together, and all things considered, is a film made by lovers of the medium for, well yes, lovers of the medium itself! 9/10""]"
